X_prep1,Y_prep1,Z_prep1,X_prep2,Y_prep2,Z_prep2,X_prep3,Y_prep3,Z_prep3,X_prep4,Y_prep4,Z_prep4,X_prep5,Y_prep5,Z_prep5,X_prep6,Y_prep6,Z_prep6
0.17548914919734918,-0.31532836664483815,0.9326154511389362,0.18168353373326823,-0.31000605542965615,0.9332134478066343,0.19700019056984064,-0.30494804491225447,0.9317712245071922,0.18699628742714713,-0.3070957157266548,0.9331262561255032,0.1815584047056727,-0.31058643511927325,0.9330448070701766,0.18514348820307205,-0.31369347572045214,0.9312992494716313
-0.5774028101040021,0.3146848573952996,0.7533786799545689,-0.5764657350583249,0.3171260163873103,0.7530726034281079,-0.5810645249844995,0.30667387453507755,0.7538668002254647,-0.5817127955641658,0.305341249767322,0.7539077826017235,-0.5662340803475612,0.33889716899129696,0.7513505673802612,-0.5790145100403016,0.3075895212578782,0.7550701183169283
-0.022981967210429236,-0.06152853496070422,0.9978407030025994,-0.020574775581227393,-0.05822830836323893,0.9980912496936043,-0.021051628885937798,-0.05639984023287156,0.9981862987152982,-0.01841679072807516,-0.05928612217179978,0.9980711284959161,-0.018017334410942092,-0.05752735108133025,0.9981813359997751,-0.02369091096490501,-0.0612748871986105,0.9978397310873341
0.38415029567913145,0.5523103501806557,0.7398525714039059,0.34194458368433045,0.5847511773528309,0.7356221599934579,0.36118358815908874,0.5686928553146618,0.7390093720370357,0.3685599092898473,0.567811475465096,0.7360392119951332,0.3603860806370219,0.5662896203924148,0.7412408102087311,0.3694192483974942,0.5626643503943121,0.739552734907247
-0.06622156223244136,0.24511934804279067,0.9672286233929248,-0.03848154136683665,0.24874331484131884,0.9678046984261757,-0.03634935475886392,0.25166415817631693,0.9671317779382553,-0.05378439386889789,0.24900332590213053,0.9670080571876498,-0.05585905309478884,0.24858964175372283,0.9669968749691599,-0.05384039388491498,0.24535314162657232,0.9679375227153315
0.1387813890415669,0.3878585142934845,0.9112110068177085,0.1352165313237578,0.3989987637359444,0.9069269409351322,0.13030002442620364,0.39692287664145887,0.9085560707150648,0.14245053784102368,0.3801285859383789,0.9138982998240486,0.13397075391708743,0.3948583419468174,0.9089217385946379,0.1369878889619698,0.38440303327776243,0.9129450291691174
-0.5022551735717012,0.19571087361515369,0.8422808288031146,-0.5032318515063416,0.2266810499450877,0.8338905235252947,-0.5036507384470318,0.21840164609600882,0.8358448747490882,-0.4974034561848779,0.22066519000782153,0.8389855038641342,-0.5039777371840531,0.2051070746997737,0.839009849960624,-0.5029405368884307,0.2051072120212913,0.839631971718097
0.024672738359122433,-0.08000559269857553,0.9964890170587956,0.02722955743193417,-0.08032165156156265,0.9963970009451449,0.018626638452217847,-0.07864907439394533,0.9967283338186742,0.024060201115364034,-0.08136935824711568,0.9963935639398356,0.026133500647931723,-0.08124818704368678,0.9963512293594048,0.020723841155444407,-0.07870884919847496,0.9966822158870949
-0.07674268764770682,-0.26610097711146286,0.9608854405562268,-0.08747345050864277,-0.2502402002888989,0.9642241635716708,-0.08785790428993148,-0.25492265791619256,0.9629617994161125,-0.08961470059010833,-0.2449638037404352,0.9653817588369709,-0.09216655991651514,-0.24570650557459986,0.9649526611971521,-0.08337768642996106,-0.25707993386622635,0.9627866165505857
-0.6153921177680758,0.07010743601750061,0.785097120618829,-0.6127270609423391,0.07420355960929162,0.7868032667257296,-0.6137108073618835,0.08464783794885247,0.7849801197850935,-0.616791888994712,0.06792724038547801,0.784189808454525,-0.6144261510254966,0.08506944311906578,0.7843747157981336,-0.6201377332277913,0.05606502096667773,0.7824870000524571
